Business Name,Business Startdate,City,State,Street Direction,Street Name,Street Number,Street Suffix,Zip,Business Class,Reason for Applying,Latitude,Longitude,Location
LASH LOFT AND BROW BAR,04/30/2015,CHATTANOOGA,TN,,GUNBARREL,2115,RD,37421,,1 - New Business,35.0343268840001,-85.154585149,"(35.0343268840001, -85.154585149)"
PARIS NAILS,11/10/2008,CHATTANOOGA,TN,,BROWNS FERRY,115,RD,37419,,1 - New Business,35.0216464320001,-85.366214939,"(35.0216464320001, -85.366214939)"
BMK PRODUCTIONS,10/20/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,999,,37402,,1 - New Business,,,
PERSINGER AVIATION LLC,01/01/2014,CHATTANOOGA,TN,,CHESTNUT,605,ST,37450,,1 - New Business,35.049335796,-85.311952478,"(35.049335796, -85.311952478)"
JEFF DAVIES SERVICES,03/16/2016,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
"GARUDA SCREEN PRINTING, INC",02/01/2014,CHATTANOOGA,TN,,DOODS,2801,AVE,37407,,1 - New Business,,,
INDOOR SEA CREATIONS,03/01/2010,CHATTANOOGA,TN,E,BRAINERD,6574,RD,37421,,1 - New Business,,,
SITAR INDIAN CUISINE,05/01/2012,CHATTANOOGA,TN,,MARKET,200,ST,37402,,1 - New Business,35.054662783,-85.309438649,"(35.054662783, -85.309438649)"
CEMPLEX GROUP TN LLC,12/06/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
KINDER MORGAN SOUTHEAST TERMINALS LLC,10/08/2010,CHATTANOOGA,TN,,BONNY OAKS,4716,DR,37417,,1 - New Business,35.072250308,-85.195826462,"(35.072250308, -85.195826462)"
S & K TOTAL HOME REMODELING,11/11/2011,CHICKAMAUGA,GA,,MARBLE TOP,571,RD,30707,,1 - New Business,,,
LOCKE RHONDA DESIGNS,02/26/2004,HIXSON,TN,,GARRETT,5729,DR,37343,,1 - New Business,35.1541189800001,-85.250069114,"(35.1541189800001, -85.250069114)"
RACEWAY #6756,06/01/2010,HIXSON,TN,,HWY 153,7019,,37343,,1 - New Business,35.184944257,-85.246576847,"(35.184944257, -85.246576847)"
ASAP TOWING & RECOVERY,07/01/2011,CHATTANOOGA,TN,,SHEPHERD,1625,RD,37421,,1 - New Business,35.037309791,-85.19216843,"(35.037309791, -85.19216843)"
SIGNAL PLATING INC,,CHATTANOOGA,TN,,CAMDEN,1608,ST,37406,,1 - New Business,,,
DONNA MASSARI SCHOOL OF DANCE,09/08/1986,CHATTANOOGA,TN,,EAST BRAINERD,8126,RD,37421,,1 - New Business,,,
APEX FUN FRANCHISE NO. 49 LLC,05/01/2015,CHATTANOOGA,TN,,LERCH,3608,ST,37411,,1 - New Business,35.0170190420001,-85.249269708,"(35.0170190420001, -85.249269708)"
RAYCO ELECTRIC INC,01/01/2013,CHATTANOOGA,TN,,AZALEA DALE,437,DR,37419,,1 - New Business,35.017599224,-85.3941402,"(35.017599224, -85.3941402)"
SLIFCO ELECTRIC LLC,10/01/2009,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
ROCKVILLE MUSICAL INSTURMENTS,05/31/2011,HIXSON,TN,,HIXSON,8721,PIKE,37343,,1 - New Business,,,
SCR ELECTRIC,10/01/1985,CHATTANOOGA,TN,,CALHOUN,3013,AVE,37407-1313,,1 - New Business,,,
SPORTS INSTITUTE,01/01/2011,CHATTANOOGA,TN,,MCKENRICK,627,LN,37405,,1 - New Business,,,
FIRED UP AROBICS AND FITNESS LLC,08/01/2013,CHATTANOOGA,TN,,RICHARD,1105,AVE,37404,,1 - New Business,35.044790451,-85.250362235,"(35.044790451, -85.250362235)"
AMERICAN ACCEPTANCE MORTGAGE INC,02/01/1999,HIXSON,TN,,ALPHA,5000,LN,37343,,1 - New Business,35.133322503,-85.236506371,"(35.133322503, -85.236506371)"
SIMPLY ELEGANT,01/07/2013,CHATTANOOGA,TN,,MOSSY OAKS,1639,DR,37406,,1 - New Business,35.0553289220001,-85.260828352,"(35.0553289220001, -85.260828352)"
